การใช้,2553,2554,2555,2556,2557,2558,2559
ใช้คอมพิวเตอร์,9723029,10090006,21167849,22166875,23771341,21842292,20218612.26
ใช้อินเทอร์เน็ต,7197340,7610456,16632908,18312405,21729383,24592300,29835410.32
ใช้โทรศัพท์มือถือ,19485914,20958478,44095237,46401039,48065641,49594137,51121620.77
